yontem,sayfa_id,sayfa_basligi,parca_sira,parca_basligi,token_sayisi,karakter_sayisi,icerik
semantik_stanza,30,ATLAS-Edge-AI-Tabanli-Otonom-Lazer-Yabani-Ot-Imha-Robotu (6).pdf,6,Giris,161,600,"Uç bilişim mimarisi sayesinde gerçek zamanlı, modüler ve ölçeklenebilir bir sistem sunar. Verimli işlem gücü ve hızlı karar alma yeteneği ile sahada üstün performans gösterir. Çevresel Sürdürülebilirlik Kimyasalsız yabani ot imha yaklaşımı, çevresel etkiyi azaltır ve hassas hedefleme ile mahsule zarar riskini minimize eder. Daha sağlıklı ve verimli tarım uygulamaları sağlar. Tarımda Uygulanabilirlik İleri seviye robotik ve yapay zekâ teknolojilerinin tarım sektörüne başarılı bir şekilde entegrasyonunu gösterir. Otonom çalışma kabiliyeti ile iş gücü maliyetlerini düşürür ve verimliliği artırır."
semantik_stanza,33,Butce Degerlendirme Toplantisi,0,Katilimcilar,18,48,"Finans ekibi, Ayse (PM), departman yoneticiler i"
semantik_stanza,33,Butce Degerlendirme Toplantisi,1,Konusulanlar,45,142,Q2 harcamalari planlanan butcenin %8 uzerinde gerceklesti. En buyuk sapma bulut altyapi maliyetlerinde - trafik artisi beklenenden fazla oldu.
semantik_stanza,33,Butce Degerlendirme Toplantisi,2,Alinan Kararlar,58,173,"- Bulut maliyetleri icin ayri bir izleme paneli kurulacak
- Q3 butcesi %10 marj ile yeniden planlanacak
- Aylik butce takip toplantisi baslatilacak, ilk toplantı 15 Agustos
"
semantik_stanza,34,Yeni Calisan Oryantasyon Sureci,0,Yeni Calisan Oryantasyon Sureci,29,92,"
Bu dokuman, yeni baslayan bir calisanin ilk haftasinda izlenmesi gereken adimlari anlatir.
"
semantik_stanza,34,Yeni Calisan Oryantasyon Sureci,1,Ilk Gun,55,171,"Hesap erisimleri (e-posta, Slack, kod deposu) IK tarafindan onceden hazirlanmis olmali. Yeni calisan, takim liderinden proje mimarisi hakkinda kisa bir bilgilendirme alir."
semantik_stanza,34,Yeni Calisan Oryantasyon Sureci,2,Ilk Hafta,59,191,"Gelistirme ortami kurulumu tamamlanir, kucuk bir warm-up gorev atanir (gercek bir hata veya kucuk bir ozellik). Mentor atamasi yapilir - ilk ay boyunca gunluk kisa senkron gorusmeler yapilir."
semantik_stanza,34,Yeni Calisan Oryantasyon Sureci,3,Degerlendirme,41,131,"30 gunun sonunda, yoneticiyle bire bir bir degerlendirme gorusmesi yapilir - surecin nasil gittigi, zorlanilan noktalar konusulur.
"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,0,Giris,48,133,**5 . A K A D E M İ D Ö N E M İ** * *Akademi’de edindiğiniz bilgi ve becerileri gerçek bir projede hayata geçirmeye hazır mısınız?* *
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,1,Giris,273,1054,"Bootcamp, **öğrendiklerinizi pratiğe dönüştüreceğiniz** , iş dünyasının dinamiklerini birebir deneyimleyeceğiniz ve ekip çalışmasının gücünü keşfedeceğiniz kapsamlı bir proje geliştirme maratonudur. Amacımız, sizi yalnızca teknik açıdan değil; proje yönetimi, takım çalışması ve girişimcilik bakış açısıyla da geleceğe hazırlamaktır. Bu süreçte oluşturacağınız ekiplerle, **çalışır bür ürün geliştirecek** ; Scrum metodolojisini uygulayarak profesyonel bir proje geliştirme deneyimi yaşayacaksınız. Her sprintte ilerlemenizi gösterecek, ekip olarak kararlar alacak ve ortaya çıkardığınız ürünle zirveye oynayacaksınız. Toplam **6 hafta** sürecek bu heyecan dolu yolculuk boyunca proje yönetimi süreçleriniz belirlenen kriterler doğrultusunda değerlendirilecek, düzenli geri bildirimlerle gelişiminiz desteklenecek ve finalde ortaya çıkardığınız ürün ayrıca puanlanacaktır. Tüm bunların sonunda ise en başarılı projeler arasına girerek ilk 3’te yer alma fırsatı sizi bekliyor. Gerçek bir ekip, gerçek bir ürün ve gerçek bir deneyim… **Şimdi sıra sizde!* *"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,2,Giris,594,2453,"Bootcamp ekipleri, farklı yetkinlikleri bir araya getirerek güçlü proje takımları oluşturmak amacıyla tasarlanmıştır. Yapay Zeka ve Veri Bilimi bursiyerleri karma ekipler halinde eşleştirilirken, No-Code/Low-Code bursiyerleri kendi programları içerisinde takımlaştırılmıştır. Her **takım 5 kişiden oluşmakta** olup, gerekli durumlarda ek bir üye dahil edilebilmektedir. Değerlendirme sürecinde Yapay Zeka & Veri Bilimi ekipleri kendi kategorilerinde, No-Code/Low-Code ekipleri ise kendi kategorilerinde yarışacaktır. Ekip içindeki görev dağılımı, çalışma düzeni ve zaman yönetimi **tamamen sizlerin sorumluluğundadır** . Bu süreci planlarken takım arkadaşlarınızın eğitim, iş ve kişisel sorumlulukları olabileceğini göz önünde bulundurmanız önemlidir. **6 haftalık Bootcamp** boyunca her ekip üyesinin, proje hedefleri ile kendi günlük sorumlulukları arasında sağlıklı bir denge kurması beklenmektedir. Başarılı ekipler; yalnızca çok çalışan değil, zamanı doğru yöneten, birbirlerinin koşullarını anlayan ve gerektiğinde esneklik gösterebilen ekiplerdir. **Etkili iletişim, karşılıklı anlayış ve ortak sorumluluk bilinciyle** hem bireysel yükünüzü dengeleyebilir hem de takım olarak güçlü sonuçlar ortaya çıkarabilirsiniz. Takımlar açıklandıktan sonra, takım değişikliği talepleri için sınırlı süreli bir başvuru dönemi açılacaktır. 19 Haziran **Cuma günü saat 20.00** sonrasında Slack üzerinden paylaşılacak takım değişikliği formu, **19 Haziran - 21 Haziran arasında** erişime açık olacaktır. Takım değişikliği talebinde bulunmak isteyen bursiyerlerin, form üzerinde taleplerinin gerekçesini açık ve detaylı bir şekilde belirtmeleri beklenmektedir. Başvurular,  ekip tarafından belirlenen kriterler doğrultusunda değerlendirilecektir. **Takım üyelerinden 3 veya daha fazla kişiye ulaşılamaması** ya da **özel bir durumunuzun olması halinde** takım değişikliği değerlendirmesinde dikkate alınabilecek başlıca kriterlerdir. Tüm taleplerin incelenmesinin ardından uygun bulunan başvurular için yeni takım eşleştirmeleri mümkün olan en kısa sürede gerçekleştirilecektir. Tüm talepler form üzerinde iletilmelidir. Bu sürecin tek seferlik bir fırsat olduğunu hatırlatmak isteriz. Takım değişikliği talebinizin kabul edilmesi ve yeni bir takıma yerleştirilmeniz durumunda, yeniden takım değişikliği yapma veya önceki takımınıza geri dönme hakkınız bulunmamaktadır. Bu nedenle başvurunuzu yapmadan önce mevcut durumunuzu dikkatlice değerlendirmeniz önemlidir."
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,3,Giris,82,354,"Bu etkinlikte belirli **bir tema kısıtlaması bulunmamaktadır.** Katılımcılar farklı sektörlerdeki problemlere yönelik özgün proje fikirleri geliştirebilirler. Ancak her projede yer alması gereken bazı temel özellikler, teknolojiler ve uygulanması beklenen yöntemler bulunmaktadır ve **projelerin bu çerçeve doğrultusunda şekillendirilmesi gerekmektedir.*"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,4,Giris,172,719,"* Bu süreçte önemli olan, fikir üretim aşamasında çok uzun süre takılı kalmadan hızlıca bir yön belirlemek ve ilerlemeye başlamaktır. Farklı fikirleri değerlendirmek doğal olmakla birlikte, süreci geciktirecek şekilde fikir arayışında kaybolmamanız önemlidir. Bu nedenle sizden beklentimiz, geliştirmeyi düşündüğünüz proje fikrini 21 Haziran Pazar akşamına kadar kısaca bizimle paylaşmanızdır. Ayrıca her ekipten bir iletişim sorumlusu **(Scrum Master)** ve bir yedek iletişim sorumlusu **(Product Owner)** belirlenmesi gerekmektedir. Bu kişilerin iletişim bilgileri form üzerinden alınacak olup, süreç boyunca oluşabilecek durumlarda akademi ekibi ve asistanlar tarafından bu kişilerle doğrudan iletişime geçilecektir."
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,5,Giris,262,633,<!-- Start of picture text --> Bootcamp Takvimi<br>Takımların Açıklanması 2.Sprint Son Sprint<br>12 Haziran 2026 6 Temmuz 2026 20 Temmuz 2026<br>19 Temmuz 2026 02 Ağustos 2026<br>Değerlendirme Süreci<br>İlk Sprint Soru Cevap<br>Top 10 Sunum<br>19 Haziran 2026 6 Temmuz 2026 20.00<br>14 Ağustos<br>5 Temmuz 2026 20 Temmuz 2026 20.00<br><!-- End of picture text --> Ekip Bilgileri Formu !!!Doldurulacak!!! _Ekibinizin iletişim sorumlusu ve benzeri bilgileri bizlere ilettiğiniz form https://forms.gle/CrMgeK8Ucd8mEmsE9_ Takım Değiştirme Formu _Bulunduğunuz ekibi değiştirmek için talep açma formu https://forms.gle/KCmRmfQ3PDV2KBhC6_ *
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,6,Giris,60,230,"*Ekipleriniz 5’er kişi** olacak şekilde rastgele oluşturulacak ve her ekipte Product Owner, Scrum Master ve 3 Developer rolü yer alacaktır. Scrum rollerinin ekip içinde kimlere ait olacağına takım olarak siz karar vereceksiniz.

*"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,7,Giris,124,532,"*Bootcamp süreci 3 sprint** üzerinden ilerleyecek ve finalde ürün teslimi Scrum Master tarafından Ürün Teslim Formu üzerinden yapılacaktır. Scrum Master aynı zamanda ekip içi iletişimden de sorumlu olacaktır. Product Owner ve Scrum Master’ların yalnızca süreç yönetimi değil, aktif olarak geliştirme sürecine dahil olması beklenmektedir. Ekip içinde iş dağılımı, kimin ne geliştireceği ve hangi alanlara odaklanılacağı tamamen takımın ortak kararıdır; bu yapıda bir lider bulunmamaktadır ve **tüm ekip eşit sorumlulukla ilerler.*

*"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,8,Giris,597,2342,"Süreç boyunca zaman yönetimi, görev paylaşımı, ekip içi koordinasyon, sağlıklı iletişim tamamen ekiplerin kendi sorumluluğundadır. Unutmayın ki ekiplerinizde herkesin aynı konu üzerinde bilgi seviyesi aynı olmayacaktır. Farklılarından beslenmeniz ve akran öğrenimi Akademi’nin tüm süreçlerinde olduğu gibi burada da en kritik kazanımdır. Gerçek iş hayatında olduğu gibi, oluşabilecek aksaklıkların ekip içinde çözülmesi beklenir. Takımlar oluşturulurken hackathon katılım durumu, cinsiyet ve cohort dengesi gibi kriterler göz önünde bulundurulur. Takımlar 5’er kişilik ve rastgele şekilde atanır; yalnızca **1 kez takım değişikliği hakkı** bulunur ve bu değişiklik de yine rastgele gerçekleştirilir. Scrum rolleri ve sürece dair detaylı bilgiler ilerleyen materyallerde paylaşılacaktır. Takımınızda Bootcamp’e katılmayan kişiler varsa akademi ekibine bildirebilir ve takımda kalan kişilerle bootcamp’e devam edebilirsiniz. Product Owner’lar ve Scrum Master’ların da yazılım sürecine dahil olmaları beklenmektedir. Scrum Master aynı zamanda iletişim sorumlusu olarak hareket edecektir. Kimin ne ölçüde kod yazacağı, hangi kodları yazacağı, hangi alanla ilgileneceği tamamen **<u>takımınızın kendi ve ortak kararı olacaktır.</u>** Grubun bir lideri yoktur, ekip olarak kendi Scrum rollerinize göre kendi projenizi ilerletmelisiniz. Grup içerisinde çıkabilecek zaman sıkışıklıkları, takvim yönetimi, yetenek farklılıkları aynı iş hayatında olduğu gibi **<u>grup içerisinde ekstra bir yardım beklenmeden çözülmelidir. </u>** <!-- Start of picture text --> Vizyon<br>Vizyon & Stratejiyi net bir şekilde iletir<br>Release hedeflerini takip eder<br>Ürün<br>Product Backlog yönetimi<br>User stories<br>Önceliklendirme ve yönlendirme<br>Geri bildirimler<br>İş Birliği<br>Stakeholder’lar ile görüşme<br>Takımla görüşme<br><!-- End of picture text --> <!-- Start of picture text -->
Rollere Karar Vermek<br>Takım<br>En iyi iş birliği yöntemleri<br>Gerçekçi hedefler, tahminler<br>Organizasyon<br>Rol çatışmalarını yönetmek<br>Süreç<br>Scrum event’lerini yönetmek<br><!-- End of picture text --> <!-- Start of picture text --> DEVELOPMENT TEAM<br><!-- End of picture text --> Her sprint koyulan hedeflere ulaşmak, bir blocker varsa hemen takımı bilgilendirme k Developer, Product Owner’ın belirlediği yapılması gereken işleri anlamak - Ürünü geliştirme k"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,9,Giris,782,2980,"Tüm scrum event'lerine katılmak - Sprint backlog’taki user story’leri tahmin etmek User Storyleri anlamak ,User Storyleri tahmin etmek, User Storyleri yaratmadaki bilgileri Product Owner’a vermek Teknik olarak, Programmer, UI/UX Designer development takımını oluşturabilir. - Developerlar iyi bir takım oyuncusu olmalı, aynı zamanda da kendi başına organize çalışabilir olmalılar - Cross Functional (Çapraz Fonksiyonlu) olmalılar, yani  Sprint hedefini gerçekleştirebilmek ve elindeki girdileri bir ürüne dönüştürmek için ihtiyaç duyacağı tüm yetkinliklere sahip olması demektir. Developer takımı, her sprint belirlenen hedefi başarmayı amaçlar. Ortaya çıkarılacak ürüne tamamen takım olarak siz karar vereceksiniz. Ürün tasarlanırken verilen brief ve beklentileri göz önünde bulundurmalısınız. Ürün tamamen ekibiniz tarafından sıfırdan geliştirilmeli ve her adımı GitHub’da açılacak repository içerisinde belgelemelisiniz. **Hazır bir proje kullanmak, satın alma yapmak, dışarıdan destek almak** **<u>diskalifiye sebebi olacaktır.</u>** Takım İsmi Takım Rolleri Ürün İsmi Ürün Açıklaması Ürün Özellikleri Hedef Kitle Product Backlog Sprint, hızlı koşmak anlamına gelse de Scrum bağlamında Türkçe’ye döngü olarak çevrilebilir. Akademi mezuniyet bootcampi içerisinde 2’şer haftalık olmak üzere toplam 3 sprint vardır. Sprint, Önceden belirlenmiş ve değişmeyen bir süredir. Sprint, işlerin iyi gitmeme riskini düşürmek ve yönetmek için kullanılır. Bir Sprint bittiğinde yeni bir Sprint başlar. Arada boşluk yoktur. Her Sprint bir Sprint Planning etkinliğiyle başlar ve Sprint Retrospective etkinliğiyle biter. Her Sprint, Scrum Takımı için bir deneydir. Bir önceki Sprint gözlemlenerek bir sonraki Sprint için adaptasyonlar belirlenir. * *Scrum hakkında daha fazla bilgi için Proje Yönetimi 5. Kursu inceleyebilir/tamamlayabilirsiniz.* * <!-- Start of picture text --> Backlog Dağıtma Mantığı<br>Daily Scrum Notları<br>Sprint Board Updates<br>Ürün Durumu<br>Sprint Review<br>Sprint Retrospective<br><!-- End of picture text --> <u>https://github.com/YapayZekaveTeknolojiAkademisi/BootcampScrumTemplate/tree/main</u> - - - <u>https://github.com/kevsoOther/U 21 Cherry Chasers/tree/main https://github.com/olgnbrn/planova https://github.com/IbrmSerhat/GhostOfAnnaScrumExample</u> - - - <u>https://github.com/burakcevheroglu/OUA zaten Bootcamp 2023</u> Slack üzerinden proje yönetimine dair sorularınızı **#bootcamp-2026** kanalından iletebilirsiniz. Sorularınıza **48 saat** içinde geri dönüş alacaksınız. Bootcamp sürecinde sizlere proje yönetimi konularında Academy Club ekibinden **12 kolaylaştırıcı/eğitim asistanı** eşlik edecek. Her takımın atanan 1 eğitim asistanı olacak. Takımlarınızın asistanları ile tanıştırılacaksınız. Proje yönetimi asistanları sizlere GitHub, Scrum , Agile, proje ve ürün yönetimi gibi konularda destek olacak. Asistanlar ile önden duyurulacak ofis saatlerinde çevrimiçi buluşabileceksiniz. Asistanlar teknik konularda takımlara özel destek sunmayacak."
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,10,Giris,25,73,Ürün teslimi **2 Ağustos Pazar 23.59** ’a kadar form üzerinden yapılacak.
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,11,Giris,48,191,Her takım için GitHub reposu açılmalı ve public olmalı. Her sprintte ilerleme ve kanıtlar GitHub’a eklenmeli; proje yönetimi değerlendirilecek. Bootcamp sonunda GitHub kayıtları tamamlanmalı.
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,12,Giris,39,127,Ürün canlıya alınabiliyorsa link paylaşılabilir (opsiyonel). Son teslimde: 3 dakikalık proje videosu **YouTube** ’a yüklenmeli.
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,13,Giris,713,2154,"Formda istenen sorular eksiksiz doldurulmalı. Tüm teslimler 2 Ağustos 23.59’a kadar tamamlanmalı. |||**Ekstra Puanlar (Academy Club Ekibi**<br>**tarafından doldurulacak)**|**Max Puan**| |---|---|---|---| |**AI (Jüri tarafından puanlanacak)**<br>Yarışmaya hazır, çalışan proje|**Max Puan**<br>10|Yapay Zeka Modeli seçimi, kullanımı,<br>geliştirmesi|20| |Özgünlük|10|AI Agent’ların kullanımı, hafıza,<br>orkestrasyon vb. teknik yönetimlerinin<br>düzgün yapılmış olması|15| |Ürün tamamlanma puanı|10|Kod içerisinde mimari yapı<br>kullanımları, temiz kod prensipleri|15| |Pazara uygun, talep görebilecek<br>|10|mevcut|| |uygulama| |Ürün canlıya alınmış veya canlıya|| |||alınabilecek şekilde geliştirilme<br>yapılmış|10| * *Yukarıdaki tablolar, ürünlerinizi ve sunumlarınızı hangi ölçütlere göre hazırlamanız gerektiğini göstermektedir. Bu etkinlikte zorunlu bir proje kıstası bulunmamaktadır; ancak sağ tarafta yer alan tabloda belirtilen özelliklere ürünlerinizde yer vermeniz, sizlere ek puan kazandıracaktır. Dikkat edilmesi gereken nokta, bu özelliklerin yalnızca eklenmiş olmak için eklendiğinin tespit edilmesi durumunda puan verilmeyeceğidir. Bu sebeple eklediğiniz özellikleri amaca uygun yerlerde kullanımını ve tüm puanları almak için amaç dışına çıkmamanızı öneririz.* * <!-- Start of picture text --> AI (Jüri tarafından puanlanacak) Max Puan<br>İhtiyaç ve Çözüm Eşleşmesi 20<br>Kullanıcı Değeri ve Deneyimi 10<br>Pazar Potansiyeli 10<br>Fonksiyonel Yeterlilik 15<br>Ürün bütünlüğü 10<br>Yapay zeka öğeleri 35<br><!-- End of picture text --> |**AI (Jüri tarafından puanlanacak)**|**Max Puan**|**Ekstra Puanlar (Academy Club Ekibi**<br>**tarafından doldurulacak)**|**Max Puan**| |---|---|---|---| |Yarışmaya hazır, çalışan proje|10|Geliştirme platformu ve teknolojilerin|10| |Özgünlük|10|seçimi, uygunluğu|| |Ürün tamamlanma puanı|10|Ürün, tüketici ihtiyacına uygun<br>formatta geliştirilmiş|10| |Kullanma isteği|10|Teknoloji seçimlerinde maliyet|10| |Pazara uygun, talep görebilecek|10|sürdürülebilirliği göz önüne alınmış|| |uygulama| |Ürün canlıya alınmış veya canlıya|| |Ürün bütünlüğü|10|<br>alınabilecek şekilde geliştirilme<br>yapılmış|10|"
semantik_stanza,37,YZTA Bootcamp 2026 (2).pdf,14,Giris,242,838,<!-- Start of picture text --> AI (Jüri tarafından puanlanacak) Max Puan<br>İhtiyaç ve Çözüm Eşleşmesi 20<br>Kullanıcı Değeri ve Deneyimi 10<br>Pazar Potansiyeli 10<br>Fonksiyonel Yeterlilik 15<br>Ürün bütünlüğü 10<br>Yapay zeka öğeleri 35<br><!-- End of picture text --> Bootcamp süresince yapılan proje yönetimi ve ortaya çıkan ürün ayrı şekilde değerlendirilecektir. Sprint review’lar sonrasında beklenen dökümanlar GitHub’a konulduğunda bootcamp takımı tarafından puanlanacaktır. 3 sprint sonrasında aldığınız puanlar proje yönetim puanınızı ortaya çıkaracaktır. Projeler ve proje sunum videonuz son sprint’in bittiği hafta sizlere iletilecek takım dosyalarına yüklenecektir. Ürününüz ön jüri tarafından puanlanacaktır. İlk 10’a girecek takımlar ürün puanı ve proje yönetimi puanının birlikte değerlendirilmesine göre belirlenecektir.
overlap_recursive,1,Veritabani Temelleri,0,Giris,17,66,Bu notta PostgreSQL kullanarak veritabani tasarimi anlatilacaktir.
overlap_recursive,1,Veritabani Temelleri,1,Normalizasyon,32,107,"Normalizasyon, veri tekrarini onlemek icin kullanilir. 1NF, her sutunun atomik deger icermesini gerektirir."
overlap_recursive,22,Proje Durum Raporu,0,Genel Durum,30,90,"Proje %65 tamamlandı, planlanan teslim tarihi 15 Eylül. Şu an bir hafta gecikme riski var."
overlap_recursive,22,Proje Durum Raporu,1,Tamamlanan Modüller,21,78,"Kullanıcı girişi, profil yönetimi, bildirim sistemi tamamlandı ve test edildi."
overlap_recursive,22,Proje Durum Raporu,2,Devam Eden İşler,26,84,Ödeme entegrasyonu üçüncü parti API'nin dokümantasyon eksikliği nedeniyle yavaşladı.
overlap_recursive,22,Proje Durum Raporu,3,Riskler,24,90,Ödeme sağlayıcısıyla teknik destek görüşmesi henüz planlanmadı - bu gecikmeyi büyütebilir.
overlap_recursive,26,Final Sınav Takvimi,0,Hafta 1 (12-16 Ocak),63,139,"- 12 Ocak Pazartesi 09:00 - Veritabanı Yönetim Sistemleri
- 13 Ocak Salı 14:00 - Calculus II
- 15 Ocak Perşembe 09:00 - Elektronik Devreler"
overlap_recursive,26,Final Sınav Takvimi,1,Hafta 2 (19-23 Ocak),42,94,"- 19 Ocak Pazartesi 09:00 - Sistem Programlama
- 21 Ocak Çarşamba 14:00 - Asenkron Programlama"
overlap_recursive,26,Final Sınav Takvimi,2,Notlar,39,116,Sınav yerleri sınavdan 3 gün önce ilan edilecek. Mazeret sınavı talepleri için dekanlığa başvuru son tarihi 26 Ocak.
overlap_recursive,27,yapılacaklar listesi,0,Bu Hafta,82,240,"- [ ] Sprint planlama toplantısı için sunum hazırla
- [ ] Zeynep'in PR'ını gözden geçir
- [ ] Müşteriyle ödeme entegrasyonu görüşmesini planla
- [ ] Q3 bütçe raporunu finans ekibine gönder
- [ ] Yeni işe alım için mülakat sorularını hazırla"
